location,Basel,Basel,Basel,Basel,Basel
lat,47.75000,47.75000,47.75000,47.75000,47.75000
lon,7.50000,7.50000,7.50000,7.50000,7.50000
asl,363.653,363.653,363.653,363.653,363.653
variable,Temperature,Relative Humidity,Cloud Cover Total,Sunshine Duration,Shortwave Radiation
unit,°C,%,%,min,W/m²
level,2 m elevation corrected,2 m,sfc,sfc,sfc
resolution,hourly,hourly,hourly,hourly,hourly
aggregation,None,None,None,None,None
timestamp,Basel Temperature [2 m elevation corrected],Basel Relative Humidity [2 m],Basel Cloud Cover Total,Basel Sunshine Duration,Basel Shortwave Radiation
20220307T0300,-2.7697544,73.57281,7.0,0.0,0.0
20220307T0400,-3.1897545,75.04032,6.0,0.0,0.0
20220307T0500,-3.6297545,76.30284,7.0,0.0,0.0
20220307T0600,-3.8197546,76.92065,2.0,0.0,0.0
20220307T0700,-4.0097547,77.72614,0.0,2.3333333,0.0
20220307T0800,-1.9497546,73.52023,0.0,60.0,48.0
20220307T0900,0.100245416,65.416756,0.0,60.0,202.0
20220307T1000,1.6102453,59.185215,0.0,60.0,366.0
20220307T1100,3.2002454,53.111187,0.0,60.0,501.0
20220307T1200,4.670245,48.72574,38.0,35.744682,594.0
20220307T1300,5.7002454,46.109592,22.0,45.95745,629.0
20220307T1400,6.5502453,43.073776,6.0,56.170216,608.0
20220307T1500,7.170245,41.271297,0.0,60.0,541.0
20220307T1600,7.290245,40.03501,7.0,55.531918,420.0
20220307T1700,6.750245,43.998013,0.0,60.0,264.0
20220307T1800,3.9902453,53.342583,1.0,59.361702,100.0
20220307T1900,1.4502454,60.238712,0.0,25.2,4.0
20220307T2000,0.2502454,64.40932,0.0,0.0,0.0
20220307T2100,-0.6797546,67.10649,0.0,0.0,0.0
20220307T2200,-1.2397546,69.22888,0.0,0.0,0.0
20220307T2300,-1.5397545,67.8869,0.0,0.0,0.0
20220308T0000,-2.1097546,68.80954,0.0,0.0,0.0
20220308T0100,-2.5697546,69.77802,0.0,0.0,0.0
20220308T0200,-2.9697547,70.66969,0.0,0.0,0.0
20220308T0300,-3.5797548,72.77101,0.0,0.0,0.0
20220308T0400,-4.099755,74.09404,0.0,0.0,0.0
20220308T0500,-3.7597547,71.37703,0.0,0.0,0.0
20220308T0600,-4.139755,72.76149,5.4,0.0,0.0
20220308T0700,-4.2997546,73.64573,8.700001,3.9020212,0.0
20220308T0800,-2.6297545,71.13375,0.3,59.808514,51.0
20220308T0900,-0.009754598,58.96323,0.0,60.0,208.0
20220308T1000,1.6402454,51.396053,1.5,59.04255,367.0
20220308T1100,3.0902452,51.47398,6.0,56.170216,506.0
20220308T1200,4.690245,50.164635,9.3,54.063828,597.0
20220308T1300,6.110245,47.55146,12.6,51.957447,634.0
20220308T1400,7.420245,45.319416,7.2000003,55.404255,613.0
20220308T1500,8.360246,42.65841,10.200001,53.489365,539.0
20220308T1600,8.740245,40.70103,12.3,52.148937,399.0
20220308T1700,8.300245,50.068237,12.0,52.340427,250.0
20220308T1800,9.0602455,35.426517,8.1,54.82979,95.0
20220308T1900,4.8402452,51.327557,4.5,25.39007,5.0
20220308T2000,2.3902454,60.30918,0.90000004,0.0,0.0
20220308T2100,0.84024537,66.30475,0.0,0.0,0.0
20220308T2200,-0.11975461,69.96817,0.0,0.0,0.0
20220308T2300,-0.61975455,69.48008,0.0,0.0,0.0
20220309T0000,-1.0997546,71.040215,0.0,0.0,0.0
20220309T0100,-1.5197545,72.43427,0.0,0.0,0.0
20220309T0200,-2.5097547,77.35253,2.1000001,0.0,0.0
20220309T0300,-3.1397548,80.08384,0.6,0.0,0.0
20220309T0400,-3.6297545,82.888756,0.0,0.0,0.0
20220309T0500,-4.1597548,85.53519,0.0,0.0,0.0
20220309T0600,-4.4297547,87.23045,0.0,0.0,0.0
20220309T0700,-4.4397545,87.36378,0.0,6.2833333,0.0
20220309T0800,-2.4197545,81.6312,0.0,60.0,55.0
20220309T0900,0.9202454,74.842926,0.0,60.0,209.0
20220309T1000,3.9802456,67.009865,0.0,60.0,371.0
20220309T1100,6.690245,57.126495,0.90000004,59.425533,505.0
20220309T1200,9.050245,49.698677,0.0,60.0,596.0
20220309T1300,11.030245,44.934875,0.0,60.0,634.0
20220309T1400,12.250245,42.733696,0.0,60.0,616.0
20220309T1500,13.100245,40.378098,0.0,60.0,544.0
20220309T1600,13.500245,38.932728,0.0,60.0,424.0
20220309T1700,13.200245,42.738705,0.0,60.0,269.0
20220309T1800,12.070246,43.24527,0.0,60.0,106.0
20220309T1900,7.2202454,57.90562,0.0,28.15,5.0
20220309T2000,3.5502453,69.38561,0.0,0.0,0.0
20220309T2100,2.7402453,73.44121,0.0,0.0,0.0
20220309T2200,1.9902455,76.744064,0.0,0.0,0.0
20220309T2300,1.4302454,76.69682,0.0,0.0,0.0
20220310T0000,0.7202454,80.31417,0.0,0.0,0.0
20220310T0100,0.070245415,81.721214,0.0,0.0,0.0
20220310T0200,-0.10975462,81.08301,0.0,0.0,0.0
20220310T0300,-0.5397546,81.37952,0.0,0.0,0.0
20220310T0400,-0.98975456,82.356186,0.0,0.0,0.0
20220310T0500,-1.3397546,83.0514,0.0,0.0,0.0
20220310T0600,-1.8797547,84.492516,0.0,0.0,0.0
20220310T0700,-1.9997545,84.53946,0.0,8.266666,0.0
20220310T0800,-0.6797546,83.275536,0.0,60.0,60.0
20220310T0900,2.5302453,76.22226,0.0,60.0,218.0
20220310T1000,5.460245,65.409645,0.0,60.0,381.0
20220310T1100,8.200246,55.757767,0.0,60.0,517.0
20220310T1200,10.300245,49.59028,0.0,60.0,608.0
20220310T1300,12.120245,43.291927,0.0,60.0,646.0
20220310T1400,13.420245,38.937,0.0,60.0,627.0
20220310T1500,14.400246,35.679077,0.0,60.0,554.0
20220310T1600,14.690246,35.557644,0.0,60.0,432.0
20220310T1700,14.800245,33.509144,0.0,60.0,277.0
20220310T1800,13.8102455,36.001305,0.0,60.0,111.0
20220310T1900,8.850245,50.78682,0.0,29.633333,6.0
20220310T2000,5.4902453,63.101536,0.0,0.0,0.0
20220310T2100,4.0102453,67.51493,0.0,0.0,0.0
20220310T2200,2.7702456,70.35287,0.0,0.0,0.0
20220310T2300,2.3102455,69.10502,0.0,0.0,0.0
20220311T0000,1.7102454,71.55129,1.8000001,0.0,0.0
20220311T0100,0.8202454,74.26319,4.5,0.0,0.0
20220311T0200,0.050245404,76.72462,5.7000003,0.0,0.0
20220311T0300,-0.8397546,78.67253,7.2000003,0.0,0.0
20220311T0400,-1.0997546,80.37228,12.3,0.0,0.0
20220311T0500,-1.3297546,80.333435,2.7,0.0,0.0
20220311T0600,-1.3697546,80.20492,1.5,0.0,0.0
20220311T0700,-1.0297546,78.99686,0.0,10.233334,0.0
20220311T0800,0.41024542,78.36376,0.0,60.0,63.0
20220311T0900,3.7502456,68.96987,0.0,60.0,222.0
20220311T1000,6.5502453,57.511524,0.3,59.808514,383.0
20220311T1100,8.590245,52.689045,0.0,60.0,513.0
20220311T1200,10.830245,48.00142,4.0,57.44681,606.0
20220311T1300,12.540245,44.407795,13.8,51.19149,641.0
20220311T1400,13.480246,41.779583,25.800001,43.531918,599.0
20220311T1500,13.900246,40.560383,28.800001,41.61702,478.0
20220311T1600,13.850245,42.347572,25.2,43.914894,329.0
20220311T1700,13.340245,42.687645,23.0,45.31915,201.0
20220311T1800,11.620245,49.68414,10.200001,53.489365,91.0
20220311T1900,9.010245,58.722397,17.1,25.442446,6.0
20220311T2000,6.8902454,68.222946,23.400002,0.0,0.0
20220311T2100,6.520245,69.13338,38.0,0.0,0.0
20220311T2200,5.290245,75.73791,69.0,0.0,0.0
20220311T2300,4.770245,75.093765,64.0,0.0,0.0
20220312T0000,5.000245,74.756935,84.0,0.0,0.0
20220312T0100,4.940245,77.16665,96.0,0.0,0.0
20220312T0200,4.6202455,79.088844,97.0,0.0,0.0
20220312T0300,4.6602454,79.15267,95.0,0.0,0.0
20220312T0400,4.400245,80.4371,100.0,0.0,0.0
20220312T0500,4.380245,81.251755,100.0,0.0,0.0
20220312T0600,4.1402454,82.636345,100.0,0.0,0.0
20220312T0700,3.7602453,83.78567,100.0,0.0,0.0
20220312T0800,4.650245,80.1867,79.0,9.574467,31.0
20220312T0900,6.790245,70.80674,19.800001,47.361702,183.0
20220312T1000,8.870245,62.170082,28.500002,41.80851,323.0
20220312T1100,11.320246,52.61941,30.000002,40.851063,401.0
20220312T1200,12.510245,48.981606,58.0,22.978725,427.0
20220312T1300,13.520246,46.76813,56.0,24.25532,509.0
20220312T1400,14.120245,45.295513,45.0,31.276594,517.0
20220312T1500,14.570246,44.052944,30.000002,40.851063,482.0
20220312T1600,14.520246,43.50498,29.400002,41.234043,410.0
20220312T1700,14.150246,46.95142,15.0,50.425533,271.0
20220312T1800,12.780245,49.23541,30.0,40.851067,113.0
20220312T1900,11.570246,54.804607,19.0,25.984041,8.0
20220312T2000,8.220245,69.652115,21.300001,0.0,0.0
20220312T2100,7.2202454,74.058624,29.1,0.0,0.0
20220312T2200,5.5502453,79.640945,29.400002,0.0,0.0
20220312T2300,4.8402452,82.14437,30.000002,0.0,0.0
20220313T0000,4.5302453,82.75184,9.0,0.0,0.0
20220313T0100,3.2102456,85.67645,53.0,0.0,0.0
20220313T0200,2.4002454,86.76796,87.0,0.0,0.0
20220313T0300,2.0202456,88.126884,92.0,0.0,0.0
20220313T0400,2.1802454,86.80511,93.0,0.0,0.0
20220313T0500,2.2002454,86.934235,92.0,0.0,0.0
20220313T0600,2.2302454,86.68448,92.0,0.0,0.0
20220313T0700,2.2402453,87.83056,90.0,0.6063829,0.0
20220313T0800,3.6502452,81.96867,13.0,51.70213,57.0
20220313T0900,6.5502453,71.938156,9.0,54.255318,163.0
20220313T1000,9.530245,58.226746,45.0,31.276594,308.0
20220313T1100,11.830245,48.328785,55.0,24.893618,363.0
20220313T1200,13.510245,42.368538,12.0,52.340427,369.0
20220313T1300,14.790245,39.122993,81.0,8.297872,504.0
20220313T1400,15.750245,37.661514,55.0,24.893618,544.0
20220313T1500,16.150246,36.892883,23.0,45.31915,531.0
20220313T1600,16.480246,35.680733,99.0,0.0,376.0
20220313T1700,15.900246,41.988556,100.0,0.0,234.0
20220313T1800,15.220245,35.717487,100.0,0.0,101.0
20220313T1900,12.470245,50.43139,100.0,0.0,8.0
20220313T2000,10.960245,62.640396,97.0,0.0,0.0
20220313T2100,12.410245,54.915947,88.0,0.0,0.0
20220313T2200,9.990245,68.80673,96.0,0.0,0.0
20220313T2300,10.3102455,76.68619,91.0,0.0,0.0
20220314T0000,9.690246,77.545265,99.0,0.0,0.0
20220314T0100,9.140245,80.03402,94.0,0.0,0.0
20220314T0200,8.500245,82.31603,94.0,0.0,0.0
20220314T0300,8.210245,83.54961,72.0,0.0,0.0
20220314T0400,8.040245,84.642715,32.0,0.0,0.0
20220314T0500,6.5602455,87.73225,40.0,0.0,0.0
20220314T0600,5.670245,89.32815,32.0,0.0,0.0
20220314T0700,5.1602454,91.133766,20.0,12.805675,1.0
20220314T0800,5.960245,88.85285,11.0,52.97872,70.0
20220314T0900,8.040245,82.48255,9.0,54.255318,226.0
20220314T1000,9.770246,72.43075,15.0,50.425533,391.0
20220314T1100,10.490245,67.57329,72.0,14.042552,527.0
20220314T1200,11.870245,60.180702,10.8,53.106384,624.0
20220314T1300,13.090245,53.451023,21.300001,46.404255,664.0
20220314T1400,13.960245,48.94331,7.0,55.531918,648.0
20220314T1500,14.430245,45.744144,25.800001,43.531918,571.0
20220314T1600,14.690246,43.15148,15.6,50.042553,450.0
20220314T1700,14.300245,43.471024,29.7,41.042553,271.0
20220314T1800,12.020246,54.615356,29.400002,41.234043,114.0
20220314T1900,9.820246,57.553406,29.7,24.272112,9.0
20220314T2000,7.650245,66.45408,30.000002,0.0,0.0
20220314T2100,6.6402454,72.47572,29.400002,0.0,0.0
20220314T2200,6.0302453,75.06079,30.000002,0.0,0.0
20220314T2300,5.4902453,79.06186,81.0,0.0,0.0
20220315T0000,5.8302455,78.609406,93.0,0.0,0.0
20220315T0100,6.2402453,77.78336,91.0,0.0,0.0
20220315T0200,6.380245,78.364716,100.0,0.0,0.0
20220315T0300,6.3702455,80.915276,98.0,0.0,0.0
20220315T0400,6.3102455,84.60403,100.0,0.0,0.0
20220315T0500,6.440245,87.596245,100.0,0.0,0.0
20220315T0600,6.290245,92.70774,100.0,0.0,0.0
20220315T0700,6.3902454,96.275566,100.0,0.0,0.0
20220315T0800,6.670245,96.689224,100.0,0.0,12.0
20220315T0900,7.0802455,95.572655,91.0,1.9148934,71.0
20220315T1000,7.9902453,93.27151,51.0,27.446808,99.0
20220315T1100,9.190246,88.12118,68.0,16.595745,201.0
20220315T1200,9.850245,86.03663,27.6,42.38298,310.0
20220315T1300,10.250245,85.435524,95.0,0.0,359.0
20220315T1400,10.090245,86.12228,85.0,5.7446804,354.0
20220315T1500,10.550245,83.67726,68.0,16.595745,385.0
20220315T1600,10.750245,83.70248,54.0,25.531916,305.0
20220315T1700,10.800245,84.62828,29.1,41.42553,181.0
20220315T1800,9.960245,89.65335,54.0,25.531916,95.0
20220315T1900,8.280246,96.81411,50.0,17.295744,10.0
20220315T2000,8.670245,97.29139,42.0,0.0,0.0
20220315T2100,8.490246,97.7525,36.0,0.0,0.0
20220315T2200,8.0602455,98.9538,33.0,0.0,0.0
20220315T2300,7.1802454,98.80111,28.2,0.0,0.0
20220316T0000,6.9702454,99.13864,29.400002,0.0,0.0
20220316T0100,6.4502454,99.33558,60.0,0.0,0.0
20220316T0200,6.190245,99.26209,60.0,0.0,0.0
20220316T0300,5.8402452,98.359886,60.0,0.0,0.0
20220316T0400,5.5702453,98.21539,59.0,0.0,0.0
20220316T0500,5.670245,98.21811,75.0,0.0,0.0
20220316T0600,5.9502454,97.81549,66.0,0.0,0.0
20220316T0700,5.500245,98.695656,63.0,6.6891847,2.0
20220316T0800,6.270245,99.05688,65.0,18.510641,62.0
20220316T0900,7.4502454,95.52348,62.0,20.425533,172.0
20220316T1000,8.770246,93.575554,61.0,21.063831,301.0
20220316T1100,9.340245,93.035545,100.0,0.0,458.0
20220316T1200,11.120245,85.360374,57.0,23.617023,601.0
20220316T1300,12.480246,79.3901,10.200001,53.489365,640.0
20220316T1400,13.440246,74.537476,14.700001,50.61702,627.0
20220316T1500,14.100245,70.1443,27.6,42.38298,561.0
20220316T1600,14.340245,69.67037,27.900002,42.191486,440.0
20220316T1700,13.740245,74.59089,19.5,47.55319,289.0
20220316T1800,11.790245,83.83207,41.0,33.82979,126.0
20220316T1900,10.170245,85.543434,22.800001,29.085957,12.0
20220316T2000,8.910245,91.11455,27.300001,0.0,0.0
20220316T2100,8.850245,92.17959,28.800001,0.0,0.0
20220316T2200,8.350245,93.29374,27.300001,0.0,0.0
20220316T2300,8.490246,92.91836,29.7,0.0,0.0
20220317T0000,8.610246,92.734726,51.0,0.0,0.0
20220317T0100,7.5802455,94.74099,29.7,0.0,0.0
20220317T0200,7.4902453,94.933044,38.0,0.0,0.0
20220317T0300,7.2402453,95.51384,47.0,0.0,0.0
20220317T0400,7.000245,96.969795,45.0,0.0,0.0
20220317T0500,6.6602454,98.10806,65.0,0.0,0.0
20220317T0600,6.380245,98.44192,86.0,0.0,0.0
20220317T0700,6.230245,98.50674,78.0,3.7957444,2.0
20220317T0800,6.8502455,98.045204,70.0,15.319151,49.0
20220317T0900,8.850245,92.62324,51.0,27.446808,131.0
20220317T1000,10.520246,87.77019,48.0,29.361702,216.0
20220317T1100,12.030245,81.952286,33.0,38.93617,348.0
20220317T1200,13.490245,75.053474,39.0,35.106384,407.0
20220317T1300,14.480246,69.98306,65.0,18.510641,321.0
20220317T1400,14.670245,68.5187,64.0,19.148937,241.0
20220317T1500,14.240245,71.27617,77.0,10.851063,133.0
20220317T1600,13.630245,74.1179,84.0,6.382978,133.0
20220317T1700,12.760245,75.64282,86.0,5.1063824,68.0
20220317T1800,11.780245,77.145676,90.0,2.5531912,14.0
20220317T1900,10.8102455,78.700134,92.0,0.84822685,3.0
20220317T2000,10.070246,79.12834,73.0,0.0,0.0
20220317T2100,9.670245,78.354904,67.0,0.0,0.0
20220317T2200,9.160245,79.42641,84.0,0.0,0.0
20220317T2300,8.720245,83.9653,98.0,0.0,0.0
20220318T0000,8.610246,85.06651,100.0,0.0,0.0
20220318T0100,8.500245,85.58652,99.0,0.0,0.0
20220318T0200,8.3102455,86.340706,94.0,0.0,0.0
20220318T0300,8.040245,87.94595,91.0,0.0,0.0
20220318T0400,7.8902454,89.03744,95.0,0.0,0.0
20220318T0500,7.8502455,88.663345,92.0,0.0,0.0
20220318T0600,7.7002454,89.01963,90.0,0.0,0.0
20220318T0700,7.6602454,88.15268,96.0,0.0,1.0
20220318T0800,7.860245,86.41053,93.0,0.6382978,24.0
20220318T0900,8.290245,83.50182,76.0,11.489361,74.0
20220318T1000,9.130245,78.10332,100.0,0.0,164.0
20220318T1100,9.960245,73.43714,98.0,0.0,274.0
20220318T1200,10.8102455,68.50177,91.0,1.9148934,365.0
20220318T1300,11.860246,63.07896,59.0,22.340425,421.0
20220318T1400,12.840245,56.091118,52.0,26.80851,493.0
20220318T1500,13.120245,55.458344,55.0,24.893618,432.0
20220318T1600,12.950245,55.84425,24.0,44.68085,393.0
20220318T1700,12.450245,57.38843,13.0,51.70213,227.0
20220318T1800,11.930245,57.17067,2.4,58.468086,117.0
20220318T1900,11.290245,56.23441,15.900001,34.328,13.0
20220318T2000,10.960245,53.050755,22.800001,0.0,0.0
20220318T2100,10.690246,51.13069,24.300001,0.0,0.0
20220318T2200,10.330245,50.805492,24.6,0.0,0.0
20220318T2300,10.080245,50.07185,26.7,0.0,0.0
20220319T0000,9.710245,49.70891,26.7,0.0,0.0
20220319T0100,9.260245,49.79668,12.0,0.0,0.0
20220319T0200,8.640245,50.72583,12.900001,0.0,0.0
20220319T0300,7.8702455,52.36689,18.0,0.0,0.0
20220319T0400,7.400245,54.80426,0.90000004,0.0,0.0
20220319T0500,6.7802453,58.643795,0.3,0.0,0.0
20220319T0600,5.610245,66.2174,0.0,0.0,0.0
20220319T0700,4.5902452,74.895805,0.0,26.383333,4.0
20220319T0800,6.150245,71.59692,0.0,60.0,104.0
20220319T0900,7.920245,63.841656,0.0,60.0,273.0
20220319T1000,9.550245,56.330788,0.0,60.0,436.0
20220319T1100,11.200245,50.03164,0.0,60.0,570.0
20220319T1200,12.700245,43.08799,0.0,60.0,657.0
20220319T1300,13.640245,39.347126,0.0,60.0,694.0
20220319T1400,14.270246,37.05274,0.0,60.0,670.0
20220319T1500,14.370245,35.959282,3.0,58.085106,597.0
20220319T1600,14.120245,35.778164,50.0,28.085108,481.0
20220319T1700,13.210245,38.19407,61.0,21.063831,314.0
20220319T1800,11.580245,42.845264,64.0,19.148937,138.0
20220319T1900,9.370245,47.85176,69.0,11.374115,17.0
20220319T2000,8.080246,51.316456,51.0,0.0,0.0
20220319T2100,6.7402453,56.510723,38.0,0.0,0.0
20220319T2200,5.6402454,62.583744,24.0,0.0,0.0
20220319T2300,5.360245,64.2889,58.0,0.0,0.0
20220320T0000,4.4302454,67.812256,30.0,0.0,0.0
20220320T0100,3.1402454,76.8989,33.0,0.0,0.0
20220320T0200,3.0802455,78.25408,36.0,0.0,0.0
20220320T0300,2.8402452,80.0699,46.0,0.0,0.0
20220320T0400,3.4602456,76.844505,77.0,0.0,0.0
20220320T0500,3.3602452,77.618195,50.0,0.0,0.0
20220320T0600,3.1802454,80.65349,22.0,0.0,0.0
20220320T0700,3.6602454,79.56311,15.0,23.882092,4.0
20220320T0800,4.630245,76.38766,28.0,42.127663,103.0
20220320T0900,5.630245,74.01697,32.0,39.57447,232.0
20220320T1000,8.360246,68.15903,23.0,45.31915,387.0
20220320T1100,12.140245,52.62249,5.0,56.808514,518.0
20220320T1200,14.390245,42.846348,2.0,58.723404,646.0
20220320T1300,15.830245,36.796955,1.0,59.361702,674.0
20220320T1400,16.930244,34.49552,2.0,58.723404,641.0
20220320T1500,17.520245,32.440796,3.0,58.085106,564.0
20220320T1600,17.760244,31.035711,5.0,56.808514,446.0
20220320T1700,17.590246,32.063545,11.0,52.97872,301.0
20220320T1800,15.950245,35.75484,18.0,48.51064,137.0
20220320T1900,12.270246,47.41933,34.0,28.223408,18.0
20220320T2000,9.370245,58.986694,38.0,0.0,0.0
20220320T2100,6.940245,68.92682,28.0,0.0,0.0
20220320T2200,6.2402453,73.07608,39.0,0.0,0.0
20220320T2300,6.210245,70.684006,31.0,0.0,0.0
20220321T0000,5.1402454,74.892204,51.0,0.0,0.0
20220321T0100,4.8902454,76.6568,71.0,0.0,0.0
20220321T0200,4.2902455,79.49345,88.0,0.0,0.0
20220321T0300,3.0902452,84.857,90.0,0.0,0.0
20220321T0400,2.5002456,87.41347,87.0,0.0,0.0
20220321T0500,1.8102454,90.18537,62.0,0.0,0.0
20220321T0600,2.1002455,89.039154,65.0,0.0,0.0
20220321T0700,2.3902454,86.893265,66.0,9.070214,6.0
20220321T0800,4.8902454,79.93635,50.0,28.085108,80.0
20220321T0900,8.350245,69.08681,8.0,54.893616,229.0
20220321T1000,11.270246,57.854202,4.0,57.44681,393.0
20220321T1100,13.470245,47.93957,0.6,59.61702,560.0
20220321T1200,14.890245,46.074314,1.5,59.04255,652.0
20220321T1300,16.080246,43.6539,5.4,56.55319,688.0
20220321T1400,16.840246,41.17271,9.0,54.255318,617.0
20220321T1500,17.400246,38.78383,14.0,51.06383,535.0
20220321T1600,17.340246,37.16829,23.7,44.87234,399.0
20220321T1700,16.830246,39.422108,25.2,43.914894,270.0
20220321T1800,15.080245,50.065044,26.7,42.957443,136.0
20220321T1900,12.620245,53.892586,23.400002,34.29858,20.0
20220321T2000,11.500245,57.016384,8.1,0.0,0.0
20220321T2100,10.640245,60.682796,2.4,0.0,0.0
20220321T2200,7.290245,72.91821,0.0,0.0,0.0
20220321T2300,5.3702455,77.52145,0.0,0.0,0.0
20220322T0000,4.630245,79.1477,0.0,0.0,0.0
20220322T0100,4.150245,79.70132,0.0,0.0,0.0
20220322T0200,3.6202455,79.325,0.0,0.0,0.0
20220322T0300,3.3902454,78.997665,0.0,0.0,0.0
20220322T0400,2.8402452,79.718636,0.0,0.0,0.0
20220322T0500,2.0902452,83.18617,0.0,0.0,0.0
20220322T0600,1.3102454,84.99491,0.0,0.0,0.0
20220322T0700,1.5702454,84.904465,0.0,32.483334,8.0
20220322T0800,4.3002453,78.57832,0.0,60.0,117.0
20220322T0900,7.9302454,65.7582,0.0,60.0,288.0
20220322T1000,10.410245,56.97033,0.0,60.0,450.0
20220322T1100,12.550245,47.05802,0.0,60.0,583.0
20220322T1200,14.270246,41.683838,0.0,60.0,670.0
20220322T1300,15.530245,36.60042,0.0,60.0,704.0
20220322T1400,16.470245,33.17852,0.0,60.0,682.0
20220322T1500,17.020245,31.455124,0.0,60.0,578.0
20220322T1600,17.340246,30.020004,0.0,60.0,464.0
20220322T1700,16.990246,31.584425,0.0,60.0,317.0
20220322T1800,15.460245,42.52142,0.0,60.0,148.0
20220322T1900,11.260245,52.338375,0.0,47.1,22.0
20220322T2000,10.050245,52.871815,0.0,0.0,0.0
20220322T2100,7.710245,61.431435,0.0,0.0,0.0
20220322T2200,6.3402452,67.60673,0.0,0.0,0.0
20220322T2300,6.130245,63.12284,0.0,0.0,0.0
20220323T0000,5.0302453,66.86165,0.0,0.0,0.0
20220323T0100,4.6002455,69.21181,0.0,0.0,0.0
20220323T0200,3.8402452,72.27002,0.0,0.0,0.0
20220323T0300,3.0402455,76.88066,0.0,0.0,0.0
20220323T0400,2.5802455,77.87939,0.0,0.0,0.0
20220323T0500,1.8202454,80.138504,0.0,0.0,0.0
20220323T0600,1.5202454,80.68408,0.0,0.0,0.0
20220323T0700,1.1802454,82.62504,0.0,34.533333,10.0
20220323T0800,4.6202455,75.22917,0.0,60.0,123.0
20220323T0900,8.010245,60.446484,0.0,60.0,294.0
20220323T1000,10.430245,53.94427,0.0,60.0,458.0
20220323T1100,12.840245,47.51727,0.0,60.0,591.0
20220323T1200,14.610246,43.158714,0.0,60.0,679.0
20220323T1300,16.200245,39.630013,0.0,60.0,713.0
20220323T1400,17.390245,36.8127,0.0,60.0,691.0
20220323T1500,18.130245,34.653217,0.0,60.0,615.0
20220323T1600,18.460245,33.818287,0.0,60.0,491.0
20220323T1700,18.050245,34.654346,0.0,60.0,332.0
20220323T1800,16.490246,42.04331,0.0,60.0,160.0
20220323T1900,10.870245,60.52568,0.0,48.533333,24.0
20220323T2000,9.970245,59.78183,0.0,0.0,0.0
20220323T2100,9.500245,60.306625,0.0,0.0,0.0
20220323T2200,8.510245,63.89295,0.0,0.0,0.0
20220323T2300,7.4902453,63.230576,0.0,0.0,0.0
20220324T0000,5.230245,71.87387,0.0,0.0,0.0
20220324T0100,3.6402454,77.895004,0.0,0.0,0.0
20220324T0200,2.4802454,81.91207,0.0,0.0,0.0
20220324T0300,1.4402454,85.26278,0.0,0.0,0.0
20220324T0400,1.2702454,85.61806,0.0,0.0,0.0
20220324T0500,0.9002454,86.2681,0.0,0.0,0.0
20220324T0600,0.6102454,86.48731,0.0,0.0,0.0
20220324T0700,1.4402454,84.45071,0.0,36.566666,11.0
20220324T0800,5.0102453,76.51224,0.0,60.0,129.0
20220324T0900,8.670245,61.63004,0.0,60.0,302.0
20220324T1000,11.430245,49.164772,0.0,60.0,466.0
20220324T1100,13.840245,42.960876,0.0,60.0,598.0
20220324T1200,15.890245,37.324238,0.0,60.0,685.0
20220324T1300,17.390245,34.33419,0.0,60.0,718.0
20220324T1400,18.610245,31.649565,0.0,60.0,695.0
20220324T1500,19.300245,30.199732,0.0,60.0,619.0
20220324T1600,19.470245,28.986212,0.0,60.0,495.0
20220324T1700,18.990246,30.526028,1.2,59.234043,336.0
20220324T1800,17.340246,39.126118,1.5,59.04255,164.0
20220324T1900,12.280245,53.189785,0.90000004,49.488262,26.0
20220324T2000,9.300245,60.82074,2.1000001,0.0,0.0
20220324T2100,9.870245,56.41744,1.5,0.0,0.0
20220324T2200,8.970245,58.627045,0.0,0.0,0.0
20220324T2300,7.4902453,62.500774,3.0,0.0,0.0
20220325T0000,6.3102455,66.57575,0.0,0.0,0.0
20220325T0100,5.5802455,70.806404,0.0,0.0,0.0
20220325T0200,4.6002455,74.462814,0.0,0.0,0.0
20220325T0300,3.7602453,78.20063,0.0,0.0,0.0
20220325T0400,2.6202455,82.0533,0.0,0.0,0.0
20220325T0500,1.9402454,84.51863,0.0,0.0,0.0
20220325T0600,1.5202454,85.713135,0.0,0.0,0.0
20220325T0700,2.1402454,85.35378,0.0,38.616665,13.0
20220325T0800,5.380245,79.10055,0.0,60.0,134.0
20220325T0900,9.110246,61.56355,0.0,60.0,307.0
20220325T1000,11.800245,50.059544,0.0,60.0,470.0
20220325T1100,14.250245,41.979805,1.0,59.361702,602.0
20220325T1200,16.350246,38.665054,2.0,58.723404,689.0
20220325T1300,17.930244,35.422188,3.0,58.085106,722.0
20220325T1400,19.090246,32.158176,4.0,57.44681,695.0
20220325T1500,19.560246,30.166597,2.0,58.723404,590.0
20220325T1600,19.600245,30.026346,2.0,58.723404,479.0
20220325T1700,18.860245,32.25251,1.0,59.361702,305.0
20220325T1800,17.770245,32.845932,0.0,60.0,164.0
20220325T1900,15.130245,40.870102,1.0,50.869682,27.0
20220325T2000,11.950245,53.022434,0.0,0.0,0.0
20220325T2100,10.080245,58.875813,0.0,0.0,0.0
20220325T2200,8.820246,63.55656,0.0,0.0,0.0
20220325T2300,7.8702455,63.00459,29.0,0.0,0.0
20220326T0000,7.2002454,64.64303,24.0,0.0,0.0
20220326T0100,6.5802455,66.20456,4.0,0.0,0.0
20220326T0200,5.8202453,68.080536,1.0,0.0,0.0
