2theta/Degree,Intensity_GFO(Ga/Fe=1),Normalised_XRD_different ratio,Ga/Fe=1,Normalised_XRD_different ratio,Ga/Fe=0.5
29.1117,86.58272,29.1117,6.30E-04,29.1117,0.03801
29.13138,78.72917,29.13138,5.73E-04,29.13138,0.03195
29.15106,71.89597,29.15106,5.23E-04,29.15106,0.0329
29.17074,65.91469,29.17074,4.80E-04,29.17074,0.03309
29.19042,60.65009,29.19042,4.41E-04,29.19042,0.03288
29.2101,55.9923,29.2101,4.08E-04,29.2101,0.03174
29.22978,51.85155,29.22978,3.77E-04,29.22978,0.02849
29.24946,48.15402,29.24946,3.51E-04,29.24946,0.0338
29.26914,44.83862,29.26914,3.26E-04,29.26914,0.03012
29.28882,41.85441,29.28882,3.05E-04,29.28882,0.03668
29.3085,39.15869,29.3085,2.85E-04,29.3085,0.03171
29.32818,36.71541,29.32818,2.67E-04,29.32818,0.03588
29.34786,34.49399,29.34786,2.51E-04,29.34786,0.03722
29.36754,32.46835,29.36754,2.36E-04,29.36754,0.03327
29.38722,30.61613,29.38722,2.23E-04,29.38722,0.03282
29.4069,28.91808,29.4069,2.10E-04,29.4069,0.03851
29.42658,27.35753,29.42658,1.99E-04,29.42658,0.03272
29.44626,25.92004,29.44626,1.89E-04,29.44626,0.03283
29.46594,24.59298,29.46594,1.79E-04,29.46594,0.03244
29.48561,23.95504,29.48561,1.74E-04,29.48562,0.03456
29.50529,40.72317,29.50529,2.96E-04,29.5053,0.03238
29.52497,73.81011,29.52497,5.37E-04,29.52497,0.0351
29.54465,111.35608,29.54465,8.11E-04,29.54465,0.03752
29.56433,142.01171,29.56433,0.00103,29.56433,0.0352
29.58401,163.58934,29.58401,0.00119,29.58401,0.03288
29.60369,186.49327,29.60369,0.00136,29.60369,0.03185
29.62337,211.71228,29.62337,0.00154,29.62337,0.03362
29.64305,233.35656,29.64305,0.0017,29.64305,0.03631
29.66273,246.35529,29.66273,0.00179,29.66273,0.03569
29.68241,257.02754,29.68241,0.00187,29.68241,0.035
29.70209,267.51162,29.70209,0.00195,29.70209,0.03647
29.72177,278.37478,29.72177,0.00203,29.72177,0.03567
29.74145,290.31675,29.74145,0.00211,29.74145,0.03425
29.76113,303.73983,29.76113,0.00221,29.76113,0.03461
29.78081,319.16346,29.78081,0.00232,29.78081,0.03409
29.80049,336.58809,29.80049,0.00245,29.80049,0.03375
29.82017,355.79512,29.82017,0.00259,29.82017,0.04036
29.83985,377.29526,29.83985,0.00275,29.83985,0.03892
29.85953,401.57622,29.85953,0.00292,29.85953,0.03805
29.87921,428.4792,29.87921,0.00312,29.87921,0.03698
29.89889,458.18122,29.89889,0.00334,29.89889,0.03928
29.91857,491.08466,29.91857,0.00357,29.91857,0.03897
29.93825,527.66696,29.93825,0.00384,29.93825,0.03819
29.95793,568.49798,29.95793,0.00414,29.95793,0.03712
29.97761,614.26237,29.97761,0.00447,29.97761,0.03959
29.99729,665.78843,29.99729,0.00485,29.99729,0.03543
30.01697,724.08592,30.01697,0.00527,30.01697,0.0415
30.03665,790.39589,30.03665,0.00575,30.03665,0.03716
30.05633,866.25752,30.05633,0.00631,30.05633,0.03835
30.07601,953.59941,30.07601,0.00694,30.07601,0.03763
30.09569,1054.8678,30.09569,0.00768,30.09569,0.04602
30.11537,1173.2152,30.11537,0.00854,30.11537,0.04207
30.13505,1312.7946,30.13505,0.00956,30.13505,0.04662
30.15472,1479.24633,30.15472,0.01077,30.15473,0.04651
30.1744,1680.52881,30.1744,0.01223,30.1744,0.04825
30.19408,1928.30439,30.19408,0.01404,30.19408,0.05641
30.21376,2240.05921,30.21376,0.01631,30.21376,0.05971
30.23344,2641.84788,30.23344,0.01923,30.23344,0.06609
30.25312,3170.91688,30.25312,0.02308,30.25312,0.08185
30.2728,3876.92519,30.2728,0.02822,30.2728,0.1056
30.29248,4822.02271,30.29248,0.0351,30.29248,0.16064
30.31216,6087.68965,30.31216,0.04431,30.31216,0.23306
30.33184,7810.37887,30.33184,0.05685,30.33184,0.33856
30.35152,10268.68946,30.35152,0.07474,30.35152,0.41519
30.3712,14010.14801,30.3712,0.10198,30.3712,0.42211
30.39088,20006.10989,30.39088,0.14562,30.39088,0.35038
30.41056,29779.0622,30.41056,0.21676,30.41056,0.28626
30.43024,44225.0615,30.43024,0.32191,30.43024,0.25658
30.44992,57861.9866,30.44992,0.42117,30.44992,0.22157
30.4696,59293.8506,30.4696,0.43159,30.4696,0.16172
30.48928,51467.19531,30.48928,0.37462,30.48928,0.10245
30.50896,45115.61804,30.50896,0.32839,30.50896,0.06913
30.52864,41325.90036,30.52864,0.30081,30.52864,0.05641
30.54832,34336.47747,30.54832,0.24993,30.54832,0.05165
30.568,24718.22906,30.568,0.17992,30.568,0.04794
30.58768,16491.41515,30.58768,0.12004,30.58768,0.04272
30.60736,10907.95928,30.60736,0.0794,30.60736,0.04375
30.62704,7520.21163,30.62704,0.05474,30.62704,0.04342
30.64672,5530.97989,30.64672,0.04026,30.64672,0.03619
30.6664,4321.39089,30.6664,0.03145,30.6664,0.03714
30.68608,3527.90451,30.68608,0.02568,30.68608,0.03925
30.70576,2961.58138,30.70576,0.02156,30.70576,0.03874
30.72544,2528.4718,30.72544,0.0184,30.72544,0.03613
30.74512,2182.10943,30.74512,0.01588,30.74512,0.03841
30.7648,1898.49105,30.7648,0.01382,30.7648,0.03722
30.78448,1663.6288,30.78448,0.01211,30.78448,0.03786
30.80415,1467.90989,30.80415,0.01068,30.80416,0.03931
30.82383,1303.8871,30.82383,0.00949,30.82383,0.03636
30.84351,1165.53644,30.84351,0.00848,30.84351,0.03411
30.86319,1047.99115,30.86319,0.00763,30.86319,0.03931
30.88287,947.36854,30.88287,0.0069,30.88287,0.03655
30.90255,860.59783,30.90255,0.00626,30.90255,0.04173
30.92223,785.25399,30.92223,0.00572,30.92223,0.03908
30.94191,719.41379,30.94191,0.00524,30.94191,0.03577
30.96159,661.54074,30.96159,0.00482,30.96159,0.0383
30.98127,610.39672,30.98127,0.00444,30.98127,0.03375
31.00095,564.9754,31.00095,0.00411,31.00095,0.03861
31.02063,524.45209,31.02063,0.00382,31.02063,0.03432
31.04031,488.14573,31.04031,0.00355,31.04031,0.03236
31.05999,455.48983,31.05999,0.00332,31.05999,0.03517
31.07967,426.01011,31.07967,0.0031,31.07967,0.03719
31.09935,399.30698,31.09935,0.00291,31.09935,0.03619
31.11903,375.04186,31.11903,0.00273,31.11903,0.03221
31.13871,352.92633,31.13871,0.00257,31.13871,0.03809
31.15839,332.71345,31.15839,0.00242,31.15839,0.03916
31.17807,314.19078,31.17807,0.00229,31.17807,0.03727
31.19775,297.27701,31.19775,0.00216,31.19775,0.03752
31.21743,282.59979,31.21743,0.00206,31.21743,0.03251
31.23711,269.81293,31.23711,0.00196,31.23711,0.03252
31.25679,258.33339,31.25679,0.00188,31.25679,0.0384
31.27647,247.61068,31.27647,0.0018,31.27647,0.03285
31.29615,237.46968,31.29615,0.00173,31.29615,0.03383
31.31583,227.87359,31.31583,0.00166,31.31583,0.0376
31.33551,216.41374,31.33551,0.00158,31.33551,0.03739
31.35519,187.08286,31.35519,0.00136,31.35519,0.04135
31.37487,146.93116,31.37487,0.00107,31.37487,0.03786
31.39455,107.72815,31.39455,7.84E-04,31.39455,0.03712
31.41423,79.71893,31.41423,5.80E-04,31.41423,0.03087
31.43391,62.89363,31.43391,4.58E-04,31.43391,0.03691
31.45358,44.53166,31.45358,3.24E-04,31.45359,0.03442
31.47326,27.28764,31.47326,1.99E-04,31.47327,0.03502
31.49294,17.096,31.49294,1.24E-04,31.49294,0.03603
31.51262,16.81344,31.51262,1.22E-04,31.51262,0.03665
31.5323,17.68264,31.5323,1.29E-04,31.5323,0.03797
31.55198,18.62106,31.55198,1.36E-04,31.55198,0.03623
31.57166,19.63624,31.57166,1.43E-04,31.57166,0.03102
31.59134,20.73681,31.59134,1.51E-04,31.59134,0.03796
31.61102,21.9326,31.61102,1.60E-04,31.61102,0.03688
31.6307,23.23494,31.6307,1.69E-04,31.6307,0.03698
31.65038,24.65688,31.65038,1.79E-04,31.65038,0.03662
31.67006,26.21352,31.67006,1.91E-04,31.67006,0.03415
31.68974,27.92244,31.68974,2.03E-04,31.68974,0.03629
31.70942,29.80416,31.70942,2.17E-04,31.70942,0.0358
31.7291,31.8828,31.7291,2.32E-04,31.7291,0.04119
31.74878,34.18684,31.74878,2.49E-04,31.74878,0.03585
31.76846,36.75007,31.76846,2.68E-04,31.76846,0.04086
31.78814,39.61289,31.78814,2.88E-04,31.78814,0.03892
31.80782,42.82386,31.80782,3.12E-04,31.80782,0.03693
31.8275,46.44182,31.8275,3.38E-04,31.8275,0.03696
31.84718,50.53859,31.84718,3.68E-04,31.84718,0.03569
31.86686,55.20266,31.86686,4.02E-04,31.86686,0.0424
31.88654,60.54431,31.88654,4.41E-04,31.88654,0.03739
31.90622,66.70297,31.90622,4.86E-04,31.90622,0.0361
31.9259,73.85842,31.9259,5.38E-04,31.9259,0.04047
31.94558,82.24854,31.94558,5.99E-04,31.94558,0.03698
31.96526,92.19775,31.96526,6.71E-04,31.96526,0.04114
31.98494,104.16172,31.98494,7.58E-04,31.98494,0.04101
32.00462,118.79246,32.00462,8.65E-04,32.00462,0.0422
32.0243,137.0224,32.0243,9.97E-04,32.0243,0.04034
32.04398,160.15229,32.04398,0.00117,32.04398,0.04532
32.06366,189.91418,32.06366,0.00138,32.06366,0.04739
32.08334,228.49376,32.08334,0.00166,32.08334,0.04341
32.10301,278.60391,32.10301,0.00203,32.10302,0.04259
32.12269,343.98152,32.12269,0.0025,32.1227,0.0469
32.14237,431.00508,32.14237,0.00314,32.14237,0.05635
32.16205,574.91404,32.16205,0.00418,32.16205,0.05842
32.18173,812.84265,32.18173,0.00592,32.18173,0.06226
32.20141,1160.55052,32.20141,0.00845,32.20141,0.06075
32.22109,1652.27577,32.22109,0.01203,32.22109,0.05991
32.24077,2332.19368,32.24077,0.01698,32.24077,0.05617
32.26045,3148.2966,32.26045,0.02292,32.26045,0.0547
32.28013,3739.27415,32.28013,0.02722,32.28013,0.05122
32.29981,3733.43736,32.29981,0.02718,32.29981,0.05059
32.31949,3398.36886,32.31949,0.02474,32.31949,0.04664
32.33917,3121.41082,32.33917,0.02272,32.33917,0.0447
32.35885,2912.40482,32.35885,0.0212,32.35885,0.04249
32.37853,2559.61039,32.37853,0.01863,32.37853,0.04577
32.39821,2090.50203,32.39821,0.01522,32.39821,0.0415
32.41789,1672.72634,32.41789,0.01218,32.41789,0.0414
32.43757,1376.60113,32.43757,0.01002,32.43757,0.0429
32.45725,1195.53981,32.45725,0.0087,32.45725,0.04102
32.47693,1098.21532,32.47693,0.00799,32.47693,0.0408
32.49661,1054.19919,32.49661,0.00767,32.49661,0.04507
32.51629,1042.50135,32.51629,0.00759,32.51629,0.0414
32.53597,1050.97671,32.53597,0.00765,32.53597,0.04205
32.55565,1073.23971,32.55565,0.00781,32.55565,0.0453
32.57533,1106.16692,32.57533,0.00805,32.57533,0.04396
32.59501,1148.40255,32.59501,0.00836,32.59501,0.04644
32.61469,1199.54531,32.61469,0.00873,32.61469,0.0429
32.63437,1259.72914,32.63437,0.00917,32.63437,0.04279
32.65405,1329.42792,32.65405,0.00968,32.65405,0.04476
32.67373,1409.38565,32.67373,0.01026,32.67373,0.04514
32.69341,1500.61312,32.69341,0.01092,32.69341,0.04473
32.71309,1604.41922,32.71309,0.01168,32.71309,0.04967
32.73277,1722.46342,32.73277,0.01254,32.73277,0.04811
32.75245,1856.82746,32.75245,0.01352,32.75245,0.04729
32.77212,2010.11139,32.77212,0.01463,32.77213,0.05284
32.7918,2185.5637,32.7918,0.01591,32.7918,0.05395
32.81148,2387.26157,32.81148,0.01738,32.81148,0.05863
32.83116,2620.36808,32.83116,0.01907,32.83116,0.06031
32.85084,2891.51557,32.85084,0.02105,32.85084,0.06209
32.87052,3209.4041,32.87052,0.02336,32.87052,0.07159
32.8902,3585.767,32.8902,0.0261,32.8902,0.07023
32.90988,4036.92901,32.90988,0.02938,32.90988,0.07769
32.92956,4586.21218,32.92956,0.03338,32.92956,0.08815
32.94924,5267.31206,32.94924,0.03834,32.94924,0.09641
32.96892,6128.32896,32.96892,0.04461,32.96892,0.11154
32.9886,7235.43126,32.9886,0.05267,32.9886,0.12994
33.00828,8674.89013,33.00828,0.06314,33.00828,0.16102
33.02796,10554.8469,33.02796,0.07683,33.02796,0.20845
33.04764,13017.97375,33.04764,0.09476,33.04764,0.31387
33.06732,16293.50319,33.06732,0.1186,33.06732,0.47381
33.087,20820.74209,33.087,0.15155,33.087,0.69592
33.10668,27430.71981,33.10668,0.19967,33.10668,0.91278
33.12636,37529.73137,33.12636,0.27318,33.12636,1
33.14604,53286.94419,33.14604,0.38787,33.14604,0.88872
33.16572,77402.08586,33.16572,0.5634,33.16572,0.71823
33.1854,109461.6311,33.1854,0.79676,33.1854,0.63956
33.20508,135937.045,33.20508,0.98947,33.20508,0.59297
33.22476,137383.377,33.22476,1,33.22476,0.49814
33.24444,121029.9728,33.24444,0.88097,33.24444,0.34023
33.26412,106489.7311,33.26412,0.77513,33.26412,0.21658
33.2838,98183.95116,33.2838,0.71467,33.2838,0.15618
33.30348,86132.13146,33.30348,0.62695,33.30348,0.12913
33.32316,66725.0662,33.32316,0.48569,33.32316,0.11682
33.34284,47194.98111,33.34284,0.34353,33.34284,0.12299
33.36252,32216.90342,33.36252,0.2345,33.36252,0.11514
33.3822,22230.16706,33.3822,0.16181,33.3822,0.11059
33.40188,16025.96462,33.40188,0.11665,33.40188,0.09398
33.42155,12214.17277,33.42155,0.08891,33.42156,0.08598
33.44123,9778.55476,33.44123,0.07118,33.44124,0.08035
33.46091,8114.6441,33.46091,0.05907,33.46091,0.07276
33.48059,6894.88301,33.48059,0.05019,33.48059,0.06815
33.50027,5947.51179,33.50027,0.04329,33.50027,0.05889
33.51995,5182.07824,33.51995,0.03772,33.51995,0.05165
33.53963,4549.14251,33.53963,0.03311,33.53963,0.05039
33.55931,4019.24873,33.55931,0.02926,33.55931,0.04665
33.57899,3572.50263,33.57899,0.026,33.57899,0.04989
33.59867,3193.85725,33.59867,0.02325,33.59867,0.0471
33.61835,2871.20425,33.61835,0.0209,33.61835,0.0397
33.63803,2594.63246,33.63803,0.01889,33.63803,0.04326
33.65771,2356.06195,33.65771,0.01715,33.65771,0.04414
33.67739,2148.95869,33.67739,0.01564,33.67739,0.04386
33.69707,1968.06339,33.69707,0.01433,33.69707,0.04489
33.71675,1809.14195,33.71675,0.01317,33.71675,0.04321
33.73643,1668.77179,33.73643,0.01215,33.73643,0.04359
33.75611,1544.16887,33.75611,0.01124,33.75611,0.04019
33.77579,1433.05227,33.77579,0.01043,33.77579,0.0439
33.79547,1333.53952,33.79547,0.00971,33.79547,0.04222
33.81515,1244.06604,33.81515,0.00906,33.81515,0.03921
33.83483,1163.32281,33.83483,0.00847,33.83483,0.04155
33.85451,1090.20774,33.85451,0.00794,33.85451,0.04633
33.87419,1023.78766,33.87419,0.00745,33.87419,0.04277
33.89387,963.26803,33.89387,0.00701,33.89387,0.04119
33.91355,907.969,33.91355,0.00661,33.91355,0.04194
33.93323,857.306,33.93323,0.00624,33.93323,0.04254
33.95291,810.77418,33.95291,0.0059,33.95291,0.04238
33.97259,767.93568,33.97259,0.00559,33.97259,0.04259
33.99227,728.40922,33.99227,0.0053,33.99227,0.04111
34.01195,691.86154,34.01195,0.00504,34.01195,0.04413
34.03163,658.00032,34.03163,0.00479,34.03163,0.04463
34.05131,626.56827,34.05131,0.00456,34.05131,0.03634
34.07098,597.33822,34.07098,0.00435,34.07099,0.04305
34.09066,570.10898,34.09066,0.00415,34.09067,0.04398
34.11034,544.70184,34.11034,0.00396,34.11034,0.04125
34.13002,520.95762,34.13002,0.00379,34.13002,0.04434
34.1497,498.73417,34.1497,0.00363,34.1497,0.03606
34.16938,475.29022,34.16938,0.00346,34.16938,0.03721
34.18906,419.45881,34.18906,0.00305,34.18906,0.04078
34.20874,338.09468,34.20874,0.00246,34.20874,0.04091
34.22842,251.64169,34.22842,0.00183,34.22842,0.0391
34.2481,180.54291,34.2481,0.00131,34.2481,0.0428
34.26778,133.11809,34.26778,9.69E-04,34.26778,0.04306
34.28746,98.70312,34.28746,7.18E-04,34.28746,0.04372
34.30714,61.44622,34.30714,4.47E-04,34.30714,0.03807
34.32682,33.70936,34.32682,2.45E-04,34.32682,0.03998
34.3465,28.58387,34.3465,2.08E-04,34.3465,0.04293
34.36618,47.1733,34.36618,3.43E-04,34.36618,0.04003
34.38586,67.16908,34.38586,4.89E-04,34.38586,0.04191
34.40554,83.08966,34.40554,6.05E-04,34.40554,0.04099
34.42522,94.28817,34.42522,6.86E-04,34.42522,0.04484
34.4449,107.14303,34.4449,7.80E-04,34.4449,0.04406
34.46458,121.47475,34.46458,8.84E-04,34.46458,0.04174
34.48426,134.53329,34.48426,9.79E-04,34.48426,0.04251
34.50394,143.96006,34.50394,0.00105,34.50394,0.04218
34.52362,151.9823,34.52362,0.00111,34.52362,0.04466
34.5433,163.30187,34.5433,0.00119,34.5433,0.04101
34.56298,176.88309,34.56298,0.00129,34.56298,0.04158
34.58266,191.2721,34.58266,0.00139,34.58266,0.04244
34.60234,205.04862,34.60234,0.00149,34.60234,0.04031
34.62202,218.00503,34.62202,0.00159,34.62202,0.04155
34.6417,231.57749,34.6417,0.00169,34.6417,0.03882
34.66138,246.61459,34.66138,0.0018,34.66138,0.04703
34.68106,262.46072,34.68106,0.00191,34.68106,0.04094
34.70074,278.47366,34.70074,0.00203,34.70074,0.04339
34.72041,294.26981,34.72041,0.00214,34.72042,0.04124
34.74009,311.15413,34.74009,0.00226,34.7401,0.04411
34.75977,329.56493,34.75977,0.0024,34.75977,0.0421
34.77945,349.69553,34.77945,0.00255,34.77945,0.04295
34.79913,371.77141,34.79913,0.00271,34.79913,0.04328
34.81881,396.05694,34.81881,0.00288,34.81881,0.04231
34.83849,422.86388,34.83849,0.00308,34.83849,0.0438
34.85817,452.56207,34.85817,0.00329,34.85817,0.04475
34.87785,485.59321,34.87785,0.00353,34.87785,0.04659
34.89753,522.48859,34.89753,0.0038,34.89753,0.04506
34.91721,563.89231,34.91721,0.0041,34.91721,0.0438
34.93689,610.59218,34.93689,0.00444,34.93689,0.04525
34.95657,663.56169,34.95657,0.00483,34.95657,0.04435
34.97625,724.01924,34.97625,0.00527,34.97625,0.04501
34.99593,793.5156,34.99593,0.00578,34.99593,0.0485
35.01561,874.06995,35.01561,0.00636,35.01561,0.05228
35.03529,968.38887,35.03529,0.00705,35.03529,0.04765
35.05497,1080.21808,35.05497,0.00786,35.05497,0.04979
35.07465,1214.87793,35.07465,0.00884,35.07465,0.05
35.09433,1379.99237,35.09433,0.01004,35.09433,0.05589
35.11401,1586.31618,35.11401,0.01155,35.11401,0.06067
35.13369,1848.4611,35.13369,0.01345,35.13369,0.06366
35.15337,2185.55959,35.15337,0.01591,35.15337,0.07379
35.17305,2623.32822,35.17305,0.01909,35.17305,0.0897
35.19273,3202.28314,35.19273,0.02331,35.19273,0.11609
35.21241,3998.91412,35.21241,0.02911,35.21241,0.14819
35.23209,5158.72483,35.23209,0.03755,35.23209,0.15995
35.25177,6927.51279,35.25177,0.05042,35.25177,0.15581
35.27145,9674.95526,35.27145,0.07042,35.27145,0.13518
35.29113,13824.21048,35.29113,0.10063,35.29113,0.1393
35.31081,19099.74936,35.31081,0.13903,35.31081,0.14491
35.33049,22922.27497,35.33049,0.16685,35.33049,0.16829
35.35017,23044.19464,35.35017,0.16774,35.35017,0.19032
35.36984,21997.37499,35.36984,0.16012,35.36985,0.21012
35.38952,22849.3927,35.38952,0.16632,35.38953,0.1984
35.4092,26050.20491,35.4092,0.18962,35.40921,0.17196
35.42888,29248.33031,35.42888,0.2129,35.42888,0.14918
35.44856,29657.30216,35.44856,0.21587,35.44856,0.14107
35.46824,26801.58021,35.46824,0.19509,35.46824,0.14768
35.48792,22892.36686,35.48792,0.16663,35.48792,0.14718
35.5076,20137.61971,35.5076,0.14658,35.5076,0.13943
35.52728,18799.20784,35.52728,0.13684,35.52728,0.14163
35.54696,17681.99429,35.54696,0.12871,35.54696,0.13564
35.56664,16300.52338,35.56664,0.11865,35.56664,0.12405
35.58632,15515.94874,35.58632,0.11294,35.58632,0.10343
35.606,15826.0206,35.606,0.1152,35.606,0.09599
35.62568,16275.91174,35.62568,0.11847,35.62568,0.09194
35.64536,15313.21484,35.64536,0.11146,35.64536,0.08838
35.66504,13250.54362,35.66504,0.09645,35.66504,0.07882
35.68472,11456.38943,35.68472,0.08339,35.68472,0.06888
35.7044,10398.40435,35.7044,0.07569,35.7044,0.0674
35.72408,9409.83974,35.72408,0.06849,35.72408,0.06852
35.74376,7837.69674,35.74376,0.05705,35.74376,0.08024
35.76344,6024.96451,35.76344,0.04386,35.76344,0.07653
35.78312,4471.00864,35.78312,0.03254,35.78312,0.06926
35.8028,3332.89599,35.8028,0.02426,35.8028,0.06335
35.82248,2565.51822,35.82248,0.01867,35.82248,0.0585
35.84216,2067.27862,35.84216,0.01505,35.84216,0.06051
35.86184,1748.24292,35.86184,0.01273,35.86184,0.05746
35.88152,1535.74587,35.88152,0.01118,35.88152,0.05284
35.9012,1384.15821,35.9012,0.01008,35.9012,0.04718
35.92088,1265.80861,35.92088,0.00921,35.92088,0.04819
35.94056,1166.62806,35.94056,0.00849,35.94056,0.04687
35.96024,1086.68448,35.96024,0.00791,35.96024,0.0436
35.97992,1024.11379,35.97992,0.00745,35.97992,0.04238
35.9996,973.32578,35.9996,0.00708,35.9996,0.0414
36.01928,929.56829,36.01928,0.00677,36.01928,0.04504
36.03895,889.29486,36.03895,0.00647,36.03896,0.04256
36.05863,854.97553,36.05863,0.00622,36.05864,0.03985
36.07831,827.29355,36.07831,0.00602,36.07831,0.04073
36.09799,805.4977,36.09799,0.00586,36.09799,0.04442
36.11767,788.99954,36.11767,0.00574,36.11767,0.03988
36.13735,777.35064,36.13735,0.00566,36.13735,0.04982
36.15703,770.22302,36.15703,0.00561,36.15703,0.0461
36.17671,767.39352,36.17671,0.00559,36.17671,0.04054
36.19639,768.73228,36.19639,0.0056,36.19639,0.04096
36.21607,774.1953,36.21607,0.00564,36.21607,0.04382
36.23575,783.70119,36.23575,0.0057,36.23575,0.04377
36.25543,792.97253,36.25543,0.00577,36.25543,0.04197
36.27511,802.40685,36.27511,0.00584,36.27511,0.04098
36.29479,815.61865,36.29479,0.00594,36.29479,0.05038
36.31447,836.32807,36.31447,0.00609,36.31447,0.04486
36.33415,867.71346,36.33415,0.00632,36.33415,0.04675
36.35383,906.10048,36.35383,0.0066,36.35383,0.04096
36.37351,950.22628,36.37351,0.00692,36.37351,0.04426
36.39319,1002.87154,36.39319,0.0073,36.39319,0.0455
36.41287,1067.14831,36.41287,0.00777,36.41287,0.04465
36.43255,1146.10702,36.43255,0.00834,36.43255,0.04696
36.45223,1239.8911,36.45223,0.00903,36.45223,0.04421
36.47191,1351.45085,36.47191,0.00984,36.47191,0.04416
36.49159,1485.39765,36.49159,0.01081,36.49159,0.04869
36.51127,1644.53046,36.51127,0.01197,36.51127,0.05028
36.53095,1837.67491,36.53095,0.01338,36.53095,0.05121
36.55063,2077.93433,36.55063,0.01513,36.55063,0.05235
36.57031,2381.32651,36.57031,0.01733,36.57031,0.05697
36.58999,2768.3979,36.58999,0.02015,36.58999,0.06465
36.60967,3269.73811,36.60967,0.0238,36.60967,0.07151
36.62935,3937.96559,36.62935,0.02866,36.62935,0.08882
36.64903,4870.19181,36.64903,0.03545,36.64903,0.12381
36.66871,6222.07999,36.66871,0.04529,36.66871,0.15581
36.68838,8221.10262,36.68838,0.05984,36.68839,0.17216
36.70806,11152.39433,36.70806,0.08118,36.70807,0.17807
36.72774,15172.94485,36.72774,0.11044,36.72774,0.15493
36.74742,19583.29238,36.74742,0.14254,36.74742,0.15163
36.7671,22277.763,36.7671,0.16216,36.7671,0.17175
36.78678,22227.02681,36.78678,0.16179,36.78678,0.21093
36.80646,21298.70317,36.80646,0.15503,36.80646,0.27061
36.82614,21516.2651,36.82614,0.15661,36.82614,0.32918
36.84582,23400.11843,36.84582,0.17033,36.84582,0.36211
36.8655,26365.79249,36.8655,0.19191,36.8655,0.33169
36.88518,30621.19779,36.88518,0.22289,36.88518,0.26612
36.90486,37313.94382,36.90486,0.2716,36.90486,0.2233
36.92454,45275.4201,36.92454,0.32956,36.92454,0.21661
36.94422,49027.15409,36.94422,0.35686,36.94422,0.21144
36.9639,45566.6833,36.9639,0.33168,36.9639,0.17823
36.98358,39280.72914,36.98358,0.28592,36.98358,0.13422
37.00326,34765.89475,37.00326,0.25306,37.00326,0.09605
37.02294,32433.79243,37.02294,0.23608,37.02294,0.07257
37.04262,29222.66039,37.04262,0.21271,37.04262,0.06173
37.0623,23636.73065,37.0623,0.17205,37.0623,0.057
37.08198,17474.22171,37.08198,0.12719,37.08198,0.05449
37.10166,12363.44634,37.10166,0.08999,37.10166,0.0538
37.12134,8730.72512,37.12134,0.06355,37.12134,0.04971
37.14102,6359.73666,37.14102,0.04629,37.14102,0.04641
37.1607,4858.92756,37.1607,0.03537,37.1607,0.04347
37.18038,3890.69319,37.18038,0.02832,37.18038,0.04298
37.20006,3232.27819,37.20006,0.02353,37.20006,0.04758
37.21974,2755.17243,37.21974,0.02005,37.21974,0.04411
37.23942,2389.01971,37.23942,0.01739,37.23942,0.04195
37.2591,2095.53798,37.2591,0.01525,37.2591,0.04362
37.27878,1853.40502,37.27878,0.01349,37.27878,0.04241
37.29846,1650.07484,37.29846,0.01201,37.29846,0.04499
37.31814,1477.61005,37.31814,0.01076,37.31814,0.04468
37.33781,1330.35772,37.33781,0.00968,37.33782,0.04086
37.35749,1203.932,37.35749,0.00876,37.3575,0.04116
37.37717,1094.79749,37.37717,0.00797,37.37718,0.0447
37.39685,1000.06136,37.39685,0.00728,37.39685,0.04138
37.41653,917.35582,37.41653,0.00668,37.41653,0.0478
37.43621,844.74932,37.43621,0.00615,37.43621,0.04997
37.45589,780.6688,37.45589,0.00568,37.45589,0.04354
37.47557,723.83129,37.47557,0.00527,37.47557,0.04468
37.49525,673.18632,37.49525,0.0049,37.49525,0.04016
37.51493,627.86891,37.51493,0.00457,37.51493,0.04465
37.53461,587.16242,37.53461,0.00427,37.53461,0.04075
37.55429,551.84446,37.55429,0.00402,37.55429,0.0408
37.57397,523.92696,37.57397,0.00381,37.57397,0.04057
37.59365,500.83809,37.59365,0.00365,37.59365,0.04279
37.61333,479.83702,37.61333,0.00349,37.61333,0.04396
37.63301,458.2368,37.63301,0.00334,37.63301,0.04396
37.65269,437.21567,37.65269,0.00318,37.65269,0.04455
37.67237,420.18049,37.67237,0.00306,37.67237,0.03841
37.69205,405.91734,37.69205,0.00295,37.69205,0.04486
37.71173,393.08065,37.71173,0.00286,37.71173,0.04486
37.73141,380.34998,37.73141,0.00277,37.73141,0.04548
37.75109,367.88797,37.75109,0.00268,37.75109,0.04657
37.77077,356.84188,37.77077,0.0026,37.77077,0.04138
37.79045,347.15184,37.79045,0.00253,37.79045,0.04328
37.81013,336.44712,37.81013,0.00245,37.81013,0.04271
37.82981,323.09141,37.82981,0.00235,37.82981,0.04302
37.84949,309.17461,37.84949,0.00225,37.84949,0.04525
37.86917,296.82145,37.86917,0.00216,37.86917,0.04483
37.88885,288.15946,37.88885,0.0021,37.88885,0.04279
37.90853,283.76473,37.90853,0.00207,37.90853,0.0463
37.92821,281.38606,37.92821,0.00205,37.92821,0.04269
37.94789,277.22899,37.94789,0.00202,37.94789,0.04303
37.96757,265.04888,37.96757,0.00193,37.96757,0.0471
37.98724,250.75261,37.98724,0.00183,37.98725,0.04395
