2theta/Degree,Intensity_GFO(Ga/Fe=1),Normalised_XRD_different ratio,Ga/Fe=1,Normalised_XRD_different ratio,Ga/Fe=0.5
38.00692,241.1719,38.00692,0.00176,38.00693,0.04153
38.0266,240.28322,38.0266,0.00175,38.02661,0.04231
38.04628,251.61561,38.04628,0.00183,38.04628,0.04334
38.06596,270.46454,38.06596,0.00197,38.06596,0.04231
38.08564,295.01531,38.08564,0.00215,38.08564,0.04517
38.10532,332.42794,38.10532,0.00242,38.10532,0.04679
38.125,392.34825,38.125,0.00286,38.125,0.04225
38.14468,487.27863,38.14468,0.00355,38.14468,0.0515
38.16436,628.03627,38.16436,0.00457,38.16436,0.04723
38.18404,826.78969,38.18404,0.00602,38.18404,0.04958
38.20372,1078.06558,38.20372,0.00785,38.20372,0.05033
38.2234,1306.95285,38.2234,0.00951,38.2234,0.04705
38.24308,1397.48002,38.24308,0.01017,38.24308,0.04985
38.26276,1368.46673,38.26276,0.00996,38.26276,0.05632
38.28244,1346.78186,38.28244,0.0098,38.28244,0.06082
38.30212,1411.11305,38.30212,0.01027,38.30212,0.07433
38.3218,1554.35721,38.3218,0.01131,38.3218,0.09847
38.34148,1731.61721,38.34148,0.0126,38.34148,0.10994
38.36116,1982.39954,38.36116,0.01443,38.36116,0.11059
38.38084,2455.08673,38.38084,0.01787,38.38084,0.09155
38.40052,3360.64394,38.40052,0.02446,38.40052,0.07604
38.4202,4967.66682,38.4202,0.03616,38.4202,0.07311
38.43988,7473.55246,38.43988,0.0544,38.43988,0.07841
38.45956,10131.25695,38.45956,0.07374,38.45956,0.07492
38.47924,10614.18006,38.47924,0.07726,38.47924,0.06573
38.49892,8790.8152,38.49892,0.06399,38.49892,0.0572
38.5186,6949.68377,38.5186,0.05059,38.5186,0.04661
38.53828,6262.24692,38.53828,0.04558,38.53828,0.04825
38.55796,6421.41005,38.55796,0.04674,38.55796,0.04414
38.57764,5985.82873,38.57764,0.04357,38.57764,0.04399
38.59732,4546.14301,38.59732,0.03309,38.59732,0.04847
38.617,3040.64652,38.617,0.02213,38.617,0.04272
38.63668,1959.91296,38.63668,0.01427,38.63668,0.0414
38.65635,1306.33302,38.65635,0.00951,38.65636,0.04559
38.67603,935.6504,38.67603,0.00681,38.67604,0.04049
38.69571,719.29077,38.69571,0.00524,38.69572,0.0421
38.71539,582.97286,38.71539,0.00424,38.71539,0.04176
38.73507,492.20621,38.73507,0.00358,38.73507,0.04419
38.75475,427.4362,38.75475,0.00311,38.75475,0.04318
38.77443,377.95591,38.77443,0.00275,38.77443,0.04297
38.79411,337.18619,38.79411,0.00245,38.79411,0.04174
38.81379,301.3149,38.81379,0.00219,38.81379,0.04197
38.83347,273.33183,38.83347,0.00199,38.83347,0.04127
38.85315,252.01341,38.85315,0.00183,38.85315,0.04426
38.87283,235.23098,38.87283,0.00171,38.87283,0.03925
38.89251,221.07817,38.89251,0.00161,38.89251,0.04367
38.91219,207.92221,38.91219,0.00151,38.91219,0.04246
38.93187,196.45656,38.93187,0.00143,38.93187,0.04473
38.95155,187.00346,38.95155,0.00136,38.95155,0.04486
38.97123,179.27428,38.97123,0.0013,38.97123,0.046
38.99091,173.04536,38.99091,0.00126,38.99091,0.04382
39.01059,168.14381,39.01059,0.00122,39.01059,0.04308
39.03027,164.43716,39.03027,0.0012,39.03027,0.04311
39.04995,161.8258,39.04995,0.00118,39.04995,0.0438
39.06963,160.23764,39.06963,0.00117,39.06963,0.04098
39.08931,159.62423,39.08931,0.00116,39.08931,0.04181
39.10899,159.95824,39.10899,0.00116,39.10899,0.04272
39.12867,161.23191,39.12867,0.00117,39.12867,0.0428
39.14835,163.4564,39.14835,0.00119,39.14835,0.04393
39.16803,166.66198,39.16803,0.00121,39.16803,0.04869
39.18771,170.89898,39.18771,0.00124,39.18771,0.04424
39.20739,176.23972,39.20739,0.00128,39.20739,0.04391
39.22707,182.78135,39.22707,0.00133,39.22707,0.0443
39.24675,190.64994,39.24675,0.00139,39.24675,0.04367
39.26643,199.99515,39.26643,0.00146,39.26643,0.04568
39.28611,210.8317,39.28611,0.00153,39.28611,0.04377
39.30578,223.26624,39.30578,0.00163,39.30579,0.04695
39.32546,234.74162,39.32546,0.00171,39.32547,0.04638
39.34514,246.48016,39.34514,0.00179,39.34515,0.04282
39.36482,261.50072,39.36482,0.0019,39.36482,0.04749
39.3845,283.60353,39.3845,0.00206,39.3845,0.04724
39.40418,315.28544,39.40418,0.00229,39.40418,0.04311
39.42386,352.43415,39.42386,0.00257,39.42386,0.04382
39.44354,395.95135,39.44354,0.00288,39.44354,0.04899
39.46322,448.93732,39.46322,0.00327,39.46322,0.04783
39.4829,515.83666,39.4829,0.00375,39.4829,0.04909
39.50258,603.58447,39.50258,0.00439,39.50258,0.05286
39.52226,717.66201,39.52226,0.00522,39.52226,0.05426
39.54194,866.78401,39.54194,0.00631,39.54194,0.06242
39.56162,1063.1198,39.56162,0.00774,39.56162,0.07738
39.5813,1328.02289,39.5813,0.00967,39.5813,0.10362
39.60098,1699.45862,39.60098,0.01237,39.60098,0.12688
39.62066,2251.04966,39.62066,0.01639,39.62066,0.13659
39.64034,3116.45064,39.64034,0.02268,39.64034,0.12826
39.66002,4499.63163,39.66002,0.03275,39.66002,0.10477
39.6797,6659.9936,39.6797,0.04848,39.6797,0.09272
39.69938,9720.29179,39.69938,0.07075,39.69938,0.08967
39.71906,12811.209,39.71906,0.09325,39.71906,0.09734
39.73874,13670.03844,39.73874,0.0995,39.73874,0.09173
39.75842,11934.08664,39.75842,0.08687,39.75842,0.07518
39.7781,9777.06273,39.7781,0.07117,39.7781,0.06085
39.79778,8646.42244,39.79778,0.06294,39.79778,0.05454
39.81746,8525.73459,39.81746,0.06206,39.81746,0.05104
39.83714,8149.20241,39.83714,0.05932,39.83714,0.05072
39.85682,6677.19606,39.85682,0.0486,39.85682,0.04896
39.8765,4823.25805,39.8765,0.03511,39.8765,0.0463
39.89618,3294.43987,39.89618,0.02398,39.89618,0.04918
39.91586,2258.8851,39.91586,0.01644,39.91586,0.04641
39.93554,1626.95668,39.93554,0.01184,39.93554,0.04855
39.95521,1253.41727,39.95521,0.00912,39.95522,0.04739
39.97489,1025.55393,39.97489,0.00746,39.9749,0.04796
39.99457,877.03504,39.99457,0.00638,39.99458,0.04238
40.01425,773.36349,40.01425,0.00563,40.01425,0.04491
40.03393,697.19847,40.03393,0.00507,40.03393,0.04626
40.05361,639.71417,40.05361,0.00466,40.05361,0.04426
40.07329,596.23477,40.07329,0.00434,40.07329,0.04427
40.09297,564.09162,40.09297,0.00411,40.09297,0.04368
40.11265,541.62249,40.11265,0.00394,40.11265,0.04491
40.13233,527.73778,40.13233,0.00384,40.13233,0.04496
40.15201,521.76179,40.15201,0.0038,40.15201,0.04385
40.17169,523.40062,40.17169,0.00381,40.17169,0.04331
40.19137,532.76392,40.19137,0.00388,40.19137,0.04979
40.21105,550.40873,40.21105,0.00401,40.21105,0.04869
40.23073,577.42434,40.23073,0.0042,40.23073,0.04617
40.25041,615.52373,40.25041,0.00448,40.25041,0.04695
40.27009,667.13307,40.27009,0.00486,40.27009,0.04648
40.28977,735.5306,40.28977,0.00535,40.28977,0.0484
40.30945,825.43257,40.30945,0.00601,40.30945,0.05609
40.32913,945.35613,40.32913,0.00688,40.32913,0.05751
40.34881,1108.52797,40.34881,0.00807,40.34881,0.06532
40.36849,1339.3374,40.36849,0.00975,40.36849,0.0775
40.38817,1678.77052,40.38817,0.01222,40.38817,0.08592
40.40785,2186.36656,40.40785,0.01591,40.40785,0.08695
40.42753,2937.88293,40.42753,0.02138,40.42753,0.08657
40.44721,3991.38651,40.44721,0.02905,40.44721,0.07813
40.46689,5223.79095,40.46689,0.03802,40.46689,0.08303
40.48657,6108.70375,40.48657,0.04446,40.48657,0.09928
40.50625,6223.72921,40.50625,0.0453,40.50625,0.13167
40.52593,6004.15403,40.52593,0.0437,40.52593,0.14878
40.54561,6127.6849,40.54561,0.0446,40.54561,0.15791
40.56529,6961.64136,40.56529,0.05067,40.56529,0.1375
40.58497,8524.17439,40.58497,0.06205,40.58497,0.10777
40.60464,10651.72046,40.60464,0.07753,40.60465,0.09546
40.62432,13186.09958,40.62432,0.09598,40.62433,0.10217
40.644,15065.51279,40.644,0.10966,40.64401,0.10256
40.66368,14606.77851,40.66368,0.10632,40.66369,0.09576
40.68336,12387.82909,40.68336,0.09017,40.68336,0.07704
40.70304,10302.04434,40.70304,0.07499,40.70304,0.06044
40.72272,9284.21896,40.72272,0.06758,40.72272,0.05537
40.7424,9040.93266,40.7424,0.06581,40.7424,0.05116
40.76208,8382.65729,40.76208,0.06102,40.76208,0.04976
40.78176,6809.87883,40.78176,0.04957,40.78176,0.04887
40.80144,5000.9861,40.80144,0.0364,40.80144,0.04806
40.82112,3512.64459,40.82112,0.02557,40.82112,0.04946
40.8408,2476.24789,40.8408,0.01802,40.8408,0.04512
40.86048,1822.66263,40.86048,0.01327,40.86048,0.04406
40.88016,1423.80559,40.88016,0.01036,40.88016,0.04457
40.89984,1174.05814,40.89984,0.00855,40.89984,0.04434
40.91952,1007.55195,40.91952,0.00733,40.91952,0.04649
40.9392,887.7189,40.9392,0.00646,40.9392,0.04297
40.95888,796.79719,40.95888,0.0058,40.95888,0.04512
40.97856,726.28432,40.97856,0.00529,40.97856,0.04749
40.99824,670.82894,40.99824,0.00488,40.99824,0.05114
41.01792,627.3373,41.01792,0.00457,41.01792,0.05388
41.0376,593.88636,41.0376,0.00432,41.0376,0.05219
41.05728,569.21519,41.05728,0.00414,41.05728,0.05106
41.07696,552.52313,41.07696,0.00402,41.07696,0.04964
41.09664,543.42004,41.09664,0.00396,41.09664,0.05181
41.11632,541.93993,41.11632,0.00394,41.11632,0.05366
41.136,548.57952,41.136,0.00399,41.136,0.04853
41.15568,564.33009,41.15568,0.00411,41.15568,0.04936
41.17536,590.50522,41.17536,0.0043,41.17536,0.05393
41.19504,627.8958,41.19504,0.00457,41.19504,0.05197
41.21472,676.1284,41.21472,0.00492,41.21472,0.04984
41.2344,737.08895,41.2344,0.00537,41.2344,0.05348
41.25408,818.17122,41.25408,0.00596,41.25408,0.0568
41.27375,930.96646,41.27375,0.00678,41.27376,0.06919
41.29343,1093.74473,41.29343,0.00796,41.29344,0.07818
41.31311,1337.673,41.31311,0.00974,41.31312,0.09148
41.33279,1712.50217,41.33279,0.01247,41.33279,0.08848
41.35247,2289.16072,41.35247,0.01666,41.35247,0.07634
41.37215,3149.13969,41.37215,0.02292,41.37215,0.06886
41.39183,4314.26748,41.39183,0.0314,41.39183,0.06989
41.41151,5503.7174,41.41151,0.04006,41.41151,0.06904
41.43119,6005.39633,41.43119,0.04371,41.43119,0.07361
41.45087,5555.77882,41.45087,0.04044,41.45087,0.06953
41.47055,4778.74037,41.47055,0.03478,41.47055,0.05899
41.49023,4252.95553,41.49023,0.03096,41.49023,0.05636
41.50991,4112.57411,41.50991,0.02994,41.50991,0.05315
41.52959,4063.53735,41.52959,0.02958,41.52959,0.04918
41.54927,3706.88928,41.54927,0.02698,41.54927,0.05494
41.56895,3099.70288,41.56895,0.02256,41.56895,0.05543
41.58863,2527.29289,41.58863,0.0184,41.58863,0.05217
41.60831,2136.72862,41.60831,0.01555,41.60831,0.05369
41.62799,1949.33326,41.62799,0.01419,41.62799,0.05951
41.64767,1935.77058,41.64767,0.01409,41.64767,0.06793
41.66735,2066.88946,41.66735,0.01504,41.66735,0.07763
41.68703,2337.25752,41.68703,0.01701,41.68703,0.08827
41.70671,2780.20818,41.70671,0.02024,41.70671,0.11289
41.72639,3484.6236,41.72639,0.02536,41.72639,0.14223
41.74607,4606.39757,41.74607,0.03353,41.74607,0.16567
41.76575,6368.2698,41.76575,0.04635,41.76575,0.1587
41.78543,9043.66995,41.78543,0.06583,41.78543,0.1358
41.80511,12791.13494,41.80511,0.09311,41.80511,0.11478
41.82479,16975.53202,41.82479,0.12356,41.82479,0.111
41.84447,19361.94505,41.84447,0.14093,41.84447,0.11234
41.86415,18333.06052,41.86415,0.13344,41.86415,0.11128
41.88383,15554.55541,41.88383,0.11322,41.88383,0.10144
41.90351,13284.23856,41.90351,0.09669,41.90351,0.08135
41.92318,12363.80476,41.92318,0.08999,41.92319,0.06704
41.94286,12140.59791,41.94286,0.08837,41.94287,0.06131
41.96254,11101.3413,41.96254,0.08081,41.96255,0.05401
41.98222,8914.04622,41.98222,0.06488,41.98222,0.05408
42.0019,6511.98284,42.0019,0.0474,42.0019,0.05431
42.02158,4551.93105,42.02158,0.03313,42.02158,0.05109
42.04126,3181.03509,42.04126,0.02315,42.04126,0.04976
42.06094,2302.78623,42.06094,0.01676,42.06094,0.04413
42.08062,1757.46721,42.08062,0.01279,42.08062,0.04351
42.1003,1411.45065,42.1003,0.01027,42.1003,0.04842
42.11998,1179.35333,42.11998,0.00858,42.11998,0.05026
42.13966,1013.54634,42.13966,0.00738,42.13966,0.04946
42.15934,888.82641,42.15934,0.00647,42.15934,0.0439
42.17902,791.93292,42.17902,0.00576,42.17902,0.04737
42.1987,715.86962,42.1987,0.00521,42.1987,0.04502
42.21838,657.19171,42.21838,0.00478,42.21838,0.0455
42.23806,614.99991,42.23806,0.00448,42.23806,0.04677
42.25774,590.83563,42.25774,0.0043,42.25774,0.04703
42.27742,588.74978,42.27742,0.00429,42.27742,0.04785
42.2971,615.08685,42.2971,0.00448,42.2971,0.04772
42.31678,677.42554,42.31678,0.00493,42.31678,0.0508
42.33646,778.43655,42.33646,0.00567,42.33646,0.04582
42.35614,893.39489,42.35614,0.0065,42.35614,0.04386
42.37582,949.5845,42.37582,0.00691,42.37582,0.05131
42.3955,900.97312,42.3955,0.00656,42.3955,0.04537
42.41518,802.98066,42.41518,0.00584,42.41518,0.04794
42.43486,728.30123,42.43486,0.0053,42.43486,0.04767
42.45454,705.16989,42.45454,0.00513,42.45454,0.04455
42.47422,713.15549,42.47422,0.00519,42.47422,0.04342
42.4939,692.25942,42.4939,0.00504,42.4939,0.0482
42.51358,607.90596,42.51358,0.00442,42.51358,0.04758
42.53326,493.93736,42.53326,0.0036,42.53326,0.04626
42.55294,395.24669,42.55294,0.00288,42.55294,0.04497
42.57261,327.86817,42.57261,0.00239,42.57262,0.0439
42.59229,288.48311,42.59229,0.0021,42.5923,0.04282
42.61197,260.00603,42.61197,0.00189,42.61198,0.04605
42.63165,227.58079,42.63165,0.00166,42.63166,0.04855
42.65133,194.41727,42.65133,0.00142,42.65133,0.04316
42.67101,166.83994,42.67101,0.00121,42.67101,0.04434
42.69069,146.02425,42.69069,0.00106,42.69069,0.04352
42.71037,130.84491,42.71037,9.52E-04,42.71037,0.04674
42.73005,119.518,42.73005,8.70E-04,42.73005,0.04515
42.74973,110.60451,42.74973,8.05E-04,42.74973,0.04489
42.76941,103.21544,42.76941,7.51E-04,42.76941,0.04452
42.78909,96.85808,42.78909,7.05E-04,42.78909,0.04315
42.80877,91.25868,42.80877,6.64E-04,42.80877,0.04207
42.82845,86.25451,42.82845,6.28E-04,42.82845,0.04572
42.84813,81.73965,42.84813,5.95E-04,42.84813,0.04661
42.86781,75.61895,42.86781,5.50E-04,42.86781,0.04161
42.88749,65.48952,42.88749,4.77E-04,42.88749,0.0424
42.90717,53.55291,42.90717,3.90E-04,42.90717,0.04661
42.92685,42.06654,42.92685,3.06E-04,42.92685,0.04324
42.94653,33.29913,42.94653,2.42E-04,42.94653,0.04556
42.96621,29.32412,42.96621,2.13E-04,42.96621,0.04262
42.98589,25.78812,42.98589,1.88E-04,42.98589,0.04161
43.00557,20.68848,43.00557,1.51E-04,43.00557,0.04287
43.02525,15.16166,43.02525,1.10E-04,43.02525,0.04261
43.04493,10.34116,43.04493,7.53E-05,43.04493,0.04987
43.06461,7.38021,43.06461,5.37E-05,43.06461,0.0429
43.08429,6.76342,43.08429,4.92E-05,43.08429,0.04305
43.10397,6.44204,43.10397,4.69E-05,43.10397,0.0431
43.12365,6.15286,43.12365,4.48E-05,43.12365,0.04414
43.14333,5.88737,43.14333,4.29E-05,43.14333,0.04483
43.16301,5.64483,43.16301,4.11E-05,43.16301,0.04409
43.18269,5.42794,43.18269,3.95E-05,43.18269,0.04445
43.20237,5.23474,43.20237,3.81E-05,43.20237,0.0436
43.22204,5.06363,43.22204,3.69E-05,43.22205,0.04607
43.24172,4.91333,43.24172,3.58E-05,43.24173,0.04055
43.2614,4.78287,43.2614,3.48E-05,43.26141,0.04042
43.28108,4.67155,43.28108,3.40E-05,43.28109,0.04958
43.30076,4.57896,43.30076,3.33E-05,43.30076,0.04311
43.32044,4.50498,43.32044,3.28E-05,43.32044,0.04148
43.34012,4.44978,43.34012,3.24E-05,43.34012,0.04566
43.3598,4.41384,43.3598,3.21E-05,43.3598,0.04445
43.37948,4.39801,43.37948,3.20E-05,43.37948,0.04218
43.39916,4.40358,43.39916,3.21E-05,43.39916,0.04075
43.41884,4.42236,43.41884,3.22E-05,43.41884,0.04297
43.43852,4.32008,43.43852,3.14E-05,43.43852,0.04217
43.4582,4.09934,43.4582,2.98E-05,43.4582,0.04419
43.47788,3.85712,43.47788,2.81E-05,43.47788,0.04607
43.49756,3.69271,43.49756,2.69E-05,43.49756,0.04437
43.51724,3.70709,43.51724,2.70E-05,43.51724,0.04827
43.53692,3.94677,43.53692,2.87E-05,43.53692,0.04192
43.5566,4.20129,43.5566,3.06E-05,43.5566,0.04644
43.57628,4.48401,43.57628,3.26E-05,43.57628,0.04572
43.59596,4.86854,43.59596,3.54E-05,43.59596,0.04377
43.61564,5.44082,43.61564,3.96E-05,43.61564,0.04603
43.63532,6.30439,43.63532,4.59E-05,43.63532,0.04579
43.655,7.52991,43.655,5.48E-05,43.655,0.04713
43.67468,9.15343,43.67468,6.66E-05,43.67468,0.04605
43.69436,11.33578,43.69436,8.25E-05,43.69436,0.04566
43.71404,14.36365,43.71404,1.05E-04,43.71404,0.04378
43.73372,18.82819,43.73372,1.37E-04,43.73372,0.04479
43.7534,25.89432,43.7534,1.88E-04,43.7534,0.04783
43.77308,37.49454,43.77308,2.73E-04,43.77308,0.04334
43.79276,56.27882,43.79276,4.10E-04,43.79276,0.04494
43.81244,84.44923,43.81244,6.15E-04,43.81244,0.04626
43.83212,117.30242,43.83212,8.54E-04,43.83212,0.04083
43.8518,136.05189,43.8518,9.90E-04,43.8518,0.04119
43.87147,133.70413,43.87147,9.73E-04,43.87148,0.04434
43.89115,123.51194,43.89115,8.99E-04,43.89116,0.0469
43.91083,109.62806,43.91083,7.98E-04,43.91084,0.04391
43.93051,98.31673,43.93051,7.16E-04,43.93052,0.04523
43.95019,93.46937,43.95019,6.80E-04,43.95019,0.04367
43.96987,86.47248,43.96987,6.29E-04,43.96987,0.04545
43.98955,74.57478,43.98955,5.43E-04,43.98955,0.04352
44.00923,61.53322,44.00923,4.48E-04,44.00923,0.04429
44.02891,46.64522,44.02891,3.40E-04,44.02891,0.04595
44.04859,32.51993,44.04859,2.37E-04,44.04859,0.04497
44.06827,22.06938,44.06827,1.61E-04,44.06827,0.04475
44.08795,15.35459,44.08795,1.12E-04,44.08795,0.04551
44.10763,11.30176,44.10763,8.23E-05,44.10763,0.04871
44.12731,8.83065,44.12731,6.43E-05,44.12731,0.04455
44.14699,7.65986,44.14699,5.58E-05,44.14699,0.04399
44.16667,7.8384,44.16667,5.71E-05,44.16667,0.04357
44.18635,8.76779,44.18635,6.38E-05,44.18635,0.04584
44.20603,9.93762,44.20603,7.23E-05,44.20603,0.04504
44.22571,10.8819,44.22571,7.92E-05,44.22571,0.04984
44.24539,11.15767,44.24539,8.12E-05,44.24539,0.04344
44.26507,11.29495,44.26507,8.22E-05,44.26507,0.04109
44.28475,11.95018,44.28475,8.70E-05,44.28475,0.04284
44.30443,12.91006,44.30443,9.40E-05,44.30443,0.04618
44.32411,13.96014,44.32411,1.02E-04,44.32411,0.04256
44.34379,14.88815,44.34379,1.08E-04,44.34379,0.04576
44.36347,15.48498,44.36347,1.13E-04,44.36347,0.04243
44.38315,15.91464,44.38315,1.16E-04,44.38315,0.04398
44.40283,16.40164,44.40283,1.19E-04,44.40283,0.04293
44.42251,16.94653,44.42251,1.23E-04,44.42251,0.04631
44.44219,17.55082,44.44219,1.28E-04,44.44219,0.04468
44.46187,18.21693,44.46187,1.33E-04,44.46187,0.04083
44.48155,18.94812,44.48155,1.38E-04,44.48155,0.04347
44.50123,19.74853,44.50123,1.44E-04,44.50123,0.04466
44.52091,20.62321,44.52091,1.50E-04,44.52091,0.04652
44.54058,21.57821,44.54058,1.57E-04,44.54059,0.04241
44.56026,22.62064,44.56026,1.65E-04,44.56027,0.046
44.57994,23.77467,44.57994,1.73E-04,44.57995,0.04749
44.59962,25.564,44.59962,1.86E-04,44.59963,0.04306
44.6193,28.02454,44.6193,2.04E-04,44.6193,0.03962
44.63898,30.86474,44.63898,2.25E-04,44.63898,0.04341
44.65866,33.7952,44.65866,2.46E-04,44.65866,0.04213
44.67834,36.52909,44.67834,2.66E-04,44.67834,0.04714
44.69802,38.86248,44.69802,2.83E-04,44.69802,0.04354
44.7177,41.5268,44.7177,3.02E-04,44.7177,0.04522
44.73738,44.70676,44.73738,3.25E-04,44.73738,0.0416
44.75706,48.27791,44.75706,3.51E-04,44.75706,0.0455
44.77674,52.14257,44.77674,3.80E-04,44.77674,0.04543
44.79642,56.21253,44.79642,4.09E-04,44.79642,0.04399
44.8161,60.48527,44.8161,4.40E-04,44.8161,0.04241
44.83578,66.74157,44.83578,4.86E-04,44.83578,0.04254
44.85546,75.27254,44.85546,5.48E-04,44.85546,0.04496
44.87514,85.23809,44.87514,6.20E-04,44.87514,0.04499
44.89482,95.8226,44.89482,6.97E-04,44.89482,0.04703
44.9145,106.26637,44.9145,7.74E-04,44.9145,0.04793
44.93418,116.33489,44.93418,8.47E-04,44.93418,0.04643
44.95386,128.50392,44.95386,9.35E-04,44.95386,0.04556
44.97354,143.62606,44.97354,0.00105,44.97354,0.04388
44.99322,161.82495,44.99322,0.00118,44.99322,0.0439
45.0129,183.45392,45.0129,0.00134,45.0129,0.04713
45.03258,209.16672,45.03258,0.00152,45.03258,0.04847
45.05226,240.31705,45.05226,0.00175,45.05226,0.04734
45.07194,280.45895,45.07194,0.00204,45.07194,0.05222
45.09162,332.1221,45.09162,0.00242,45.09162,0.04967
45.1113,399.12784,45.1113,0.00291,45.1113,0.05563
45.13098,489.18307,45.13098,0.00356,45.13098,0.06549
45.15066,617.62448,45.15066,0.0045,45.15066,0.0726
45.17034,811.93685,45.17034,0.00591,45.17034,0.07182
45.19001,1112.70295,45.19001,0.0081,45.19002,0.06769
45.20969,1567.96717,45.20969,0.01141,45.2097,0.05935
45.22937,2218.72936,45.22937,0.01615,45.22938,0.05837
45.24905,3027.48091,45.24905,0.02204,45.24906,0.06088
45.26873,3706.27997,45.26873,0.02698,45.26873,0.06018
45.28841,3809.90539,45.28841,0.02773,45.28841,0.06336
45.30809,3366.91216,45.30809,0.02451,45.30809,0.05614
45.32777,2820.95132,45.32777,0.02053,45.32777,0.05542
45.34745,2479.37421,45.34745,0.01805,45.34745,0.0486
45.36713,2406.34929,45.36713,0.01752,45.36713,0.05101
45.38681,2436.7481,45.38681,0.01774,45.38681,0.05042
45.40649,2288.01201,45.40649,0.01665,45.40649,0.05178
45.42617,1911.35622,45.42617,0.01391,45.42617,0.05
45.44585,1484.53907,45.44585,0.01081,45.44585,0.0485
45.46553,1136.06452,45.46553,0.00827,45.46553,0.04894
45.48521,901.00198,45.48521,0.00656,45.48521,0.04682
45.50489,766.36768,45.50489,0.00558,45.50489,0.05055
45.52457,705.22345,45.52457,0.00513,45.52457,0.05212
45.54425,694.97709,45.54425,0.00506,45.54425,0.05209
45.56393,724.03384,45.56393,0.00527,45.56393,0.05605
45.58361,792.88751,45.58361,0.00577,45.58361,0.05734
45.60329,914.3599,45.60329,0.00666,45.60329,0.06536
45.62297,1113.14816,45.62297,0.0081,45.62297,0.06425
45.64265,1423.19001,45.64265,0.01036,45.64265,0.05915
45.66233,1879.64742,45.66233,0.01368,45.66233,0.06185
45.68201,2483.31525,45.68201,0.01808,45.68201,0.05853
45.70169,3091.13593,45.70169,0.0225,45.70169,0.06188
45.72137,3375.88215,45.72137,0.02457,45.72137,0.07268
45.74105,3232.51568,45.74105,0.02353,45.74105,0.08066
45.76073,2962.80178,45.76073,0.02157,45.76073,0.09807
45.78041,2864.69205,45.78041,0.02085,45.78041,0.10563
45.80009,3079.61975,45.80009,0.02242,45.80009,0.11061
45.81977,3615.87206,45.81977,0.02632,45.81977,0.09181
45.83944,4373.58677,45.83944,0.03183,45.83945,0.07784
45.85912,5343.70092,45.85912,0.0389,45.85913,0.06878
45.8788,6641.58833,45.8788,0.04834,45.87881,0.07384
45.89848,7969.32788,45.89848,0.05801,45.89849,0.0789
45.91816,8354.95443,45.91816,0.06081,45.91816,0.07316
45.93784,7462.46921,45.93784,0.05432,45.93784,0.07229
45.95752,6186.8014,45.95752,0.04503,45.95752,0.06376
45.9772,5325.61605,45.9772,0.03876,45.9772,0.06736
45.99688,5138.40825,45.99688,0.0374,45.99688,0.07045
46.01656,5431.41624,46.01656,0.03953,46.01656,0.07467
46.03624,5617.77834,46.03624,0.04089,46.03624,0.06983
46.05592,5378.21992,46.05592,0.03915,46.05592,0.07092
46.0756,5096.66552,46.0756,0.0371,46.0756,0.06919
46.09528,5176.45108,46.09528,0.03768,46.09528,0.07074
46.11496,5598.14359,46.11496,0.04075,46.11496,0.08781
46.13464,5837.95991,46.13464,0.04249,46.13464,0.0993
46.15432,5507.16778,46.15432,0.04009,46.15432,0.10875
46.174,5013.23053,46.174,0.03649,46.174,0.1072
46.19368,4917.71244,46.19368,0.0358,46.19368,0.08595
46.21336,5523.63902,46.21336,0.04021,46.21336,0.07249
46.23304,6878.4553,46.23304,0.05007,46.23304,0.06957
46.25272,8612.74635,46.25272,0.06269,46.25272,0.07684
46.2724,9749.14502,46.2724,0.07096,46.2724,0.07683
46.29208,9295.91393,46.29208,0.06766,46.29208,0.06932
46.31176,7677.27052,46.31176,0.05588,46.31176,0.06381
46.33144,6105.46247,46.33144,0.04444,46.33144,0.05976
46.35112,5202.41972,46.35112,0.03787,46.35112,0.05354
46.3708,4994.0754,46.3708,0.03635,46.3708,0.05038
46.39048,5075.66668,46.39048,0.03695,46.39048,0.04615
46.41016,4751.44314,46.41016,0.03459,46.41016,0.04781
46.42984,3866.83404,46.42984,0.02815,46.42984,0.04555
46.44952,2879.26494,46.44952,0.02096,46.44952,0.04168
46.4692,2088.02077,46.4692,0.0152,46.4692,0.04855
46.48887,1532.13156,46.48887,0.01115,46.48888,0.04442
46.50855,1157.90071,46.50855,0.00843,46.50856,0.04612
46.52823,909.60598,46.52823,0.00662,46.52824,0.04386
46.54791,743.10609,46.54791,0.00541,46.54792,0.04592
46.56759,628.135,46.56759,0.00457,46.56759,0.04352
46.58727,545.73659,46.58727,0.00397,46.58727,0.04582
46.60695,484.74015,46.60695,0.00353,46.60695,0.042
46.62663,438.31588,46.62663,0.00319,46.62663,0.04789
46.64631,401.67333,46.64631,0.00292,46.64631,0.0467
46.66599,371.80074,46.66599,0.00271,46.66599,0.04667
46.68567,346.795,46.68567,0.00252,46.68567,0.04453
46.70535,325.64458,46.70535,0.00237,46.70535,0.04781
46.72503,308.33064,46.72503,0.00224,46.72503,0.04489
46.74471,294.56777,46.74471,0.00214,46.74471,0.0483
46.76439,283.23523,46.76439,0.00206,46.76439,0.0462
46.78407,273.91857,46.78407,0.00199,46.78407,0.04569
46.80375,266.43006,46.80375,0.00194,46.80375,0.04411
46.82343,260.74046,46.82343,0.0019,46.82343,0.04752
46.84311,257.3831,46.84311,0.00187,46.84311,0.04763
46.86279,256.42907,46.86279,0.00187,46.86279,0.0422
